"Date","Price","Open","High","Low","Vol.","Change %"
"01/01/2022","51","58","59","51","688.23M","-11.86%"
"02/01/2022","53","51","57","50","1.66B","3.85%"
"03/01/2022","53","53","55","49","1.89B","0.00%"
"04/01/2022","50","53","54","49","834.16M","-5.56%"
"05/01/2022","49","50","51","49","668.89M","-1.96%"
"06/01/2022","49","49","52","49","806.36M","0.00%"
"07/01/2022","49","49","50","49","528.90M","0.00%"
"08/01/2022","55","49","60","49","3.92B","12.00%"
"09/01/2022","50","54","80","49","15.09B","-8.93%"
"10/01/2022","50","50","54","49","1.96B","0.00%"
"11/01/2022","49","49","50","49","784.04M","-1.96%"
"12/01/2022","49","49","49","49","55.14M","0.00%"
"01/01/2023","50","49","54","49","1.75B","2.36%"
"02/01/2023","50","50","51","50","3.01M","0.00%"
