"Date","Price","Open","High","Low","Vol.","Change %"
"01/01/1991","129.97","127.61","135.19","127.61","","1.85%"
"02/01/1991","133.01","129.50","134.87","128.06","","2.34%"
"03/01/1991","120.19","132.53","132.53","120.11","","-9.64%"
"04/01/1991","113.94","120.69","122.20","113.89","","-5.20%"
"05/01/1991","114.83","113.04","114.83","104.96","","0.78%"
"06/01/1991","137.56","115.90","137.56","114.89","","19.79%"
"07/01/1991","143.80","136.64","143.80","131.87","","4.54%"
"08/01/1991","178.43","145.12","178.43","143.80","","24.08%"
"09/01/1991","180.92","180.08","191.18","178.43","","1.40%"
"10/01/1991","218.60","181.55","218.60","179.80","","20.83%"
"11/01/1991","259.60","220.71","259.85","218.60","","18.76%"
"12/01/1991","292.75","261.78","292.75","259.67","","12.77%"
"01/01/1992","313.24","293.74","313.24","292.76","","7.00%"
"02/01/1992","364.66","314.18","364.67","313.24","","16.42%"
"03/01/1992","381.24","365.15","382.06","364.66","","4.55%"
"04/01/1992","445.38","381.55","448.94","381.01","","16.82%"
"05/01/1992","1,234.71","454.86","1,429.01","439.96","","177.23%"
"06/01/1992","1,191.19","1,175.69","1,249.58","1,033.47","","-3.52%"
"07/01/1992","1,052.07","1,199.54","1,215.24","961.61","","-11.68%"
"08/01/1992","823.27","1,034.70","1,060.36","627.36","","-21.75%"
"09/01/1992","702.32","826.96","832.84","595.42","","-14.69%"
"10/01/1992","507.25","676.47","713.77","447.93","","-27.78%"
"11/01/1992","724.60","471.18","752.32","386.85","","42.85%"
"12/01/1992","780.39","718.99","841.02","592.78","","7.70%"
"01/01/1993","1,198.48","802.14","1,198.48","777.16","","53.57%"
"02/01/1993","1,339.88","1,250.16","1,558.95","1,196.47","","11.80%"
"03/01/1993","925.91","1,328.22","1,339.10","913.74","","-30.90%"
"04/01/1993","1,358.78","921.59","1,392.62","915.59","","46.75%"
"05/01/1993","935.48","1,379.71","1,380.50","930.64","","-31.15%"
"06/01/1993","1,007.05","935.90","1,177.91","859.48","","7.65%"
"07/01/1993","881.07","1,000.80","1,009.89","777.73","","-12.51%"
"08/01/1993","895.68","894.90","1,042.47","823.00","","1.66%"
"09/01/1993","890.27","898.01","947.53","864.38","","-0.60%"
"10/01/1993","814.74","895.69","934.40","774.54","","-8.48%"
"11/01/1993","984.93","801.86","1,011.76","793.32","","20.89%"
"12/01/1993","833.80","993.67","1,044.85","750.46","","-15.34%"
"01/01/1994","770.25","770.25","770.25","770.25","","-7.62%"
"02/01/1994","770.98","770.25","818.57","749.31","","0.09%"
"03/01/1994","704.46","771.52","806.41","669.87","","-8.63%"
"04/01/1994","592.56","704.46","704.92","536.33","","-15.88%"
"05/01/1994","556.26","591.39","620.76","541.66","","-6.13%"
"06/01/1994","469.29","556.26","556.90","458.78","","-15.63%"
"07/01/1994","333.92","469.27","469.37","325.92","","-28.85%"
"08/01/1994","785.33","394.87","787.09","378.24","","135.19%"
"09/01/1994","791.15","785.33","1,052.25","756.60","","0.74%"
"10/01/1994","654.98","791.11","794.58","547.26","","-17.21%"
"11/01/1994","683.59","664.56","741.86","648.68","150.05M","4.37%"
"12/01/1994","647.87","683.38","695.22","620.46","2.05B","-5.23%"
"01/01/1995","562.59","637.73","657.45","547.39","502.63M","-13.16%"
"02/01/1995","549.26","559.78","608.25","524.43","648.18M","-2.37%"
"03/01/1995","646.91","548.91","647.77","545.74","2.42B","17.78%"
"04/01/1995","579.93","650.98","680.73","548.75","3.77B","-10.35%"
"05/01/1995","700.51","577.95","926.41","564.86","5.84B","20.79%"
"06/01/1995","630.58","703.72","722.28","625.95","2.57B","-9.98%"
"07/01/1995","695.55","623.13","723.37","610.74","6.70B","10.30%"
"08/01/1995","723.87","697.22","788.28","688.65","9.00B","4.07%"
"09/01/1995","722.43","726.05","792.04","699.11","5.88B","-0.20%"
"10/01/1995","717.31","724.03","765.22","693.81","7.42B","-0.71%"
"11/01/1995","641.13","716.46","736.90","632.02","3.28B","-10.62%"
"12/01/1995","555.29","631.55","641.68","552.86","1.69B","-13.39%"
"01/01/1996","537.35","550.25","561.37","512.82","2.30B","-3.23%"
"02/01/1996","552.93","536.24","553.76","518.25","937.02M","2.90%"
"03/01/1996","556.39","580.03","606.37","549.70","2.69B","0.63%"
"04/01/1996","681.16","566.21","739.16","556.28","6.84B","22.42%"
"05/01/1996","643.65","715.98","725.16","630.42","7.18B","-5.51%"
"06/01/1996","804.25","643.96","819.84","636.46","11.46B","24.95%"
"07/01/1996","822.48","800.91","894.73","753.64","12.82B","2.27%"
"08/01/1996","809.94","823.17","894.86","766.70","7.63B","-1.52%"
"09/01/1996","875.52","812.94","875.52","752.68","7.70B","8.10%"
"10/01/1996","976.71","887.85","1,038.81","852.83","17.49B","11.56%"
"11/01/1996","1,032.95","935.17","1,047.39","896.88","11.93B","5.76%"
"12/01/1996","917.02","1,056.67","1,258.69","855.85","20.58B","-11.22%"
"01/01/1997","964.74","914.06","967.90","871.78","6.87B","5.20%"
"02/01/1997","1,040.27","969.53","1,040.33","870.18","7.45B","7.83%"
"03/01/1997","1,234.62","1,044.61","1,234.96","1,043.93","16.97B","18.68%"
"04/01/1997","1,393.75","1,243.87","1,396.48","1,222.56","20.28B","12.89%"
"05/01/1997","1,285.18","1,398.14","1,510.18","1,213.24","14.05B","-7.79%"
"06/01/1997","1,250.27","1,302.82","1,369.51","1,154.97","9.46B","-2.72%"
"07/01/1997","1,189.76","1,255.91","1,261.57","1,066.04","7.91B","-4.84%"
"08/01/1997","1,221.06","1,191.65","1,223.07","1,116.15","8.84B","2.63%"
"09/01/1997","1,097.38","1,224.18","1,264.49","1,025.13","8.33B","-10.13%"
"10/01/1997","1,180.39","1,100.70","1,241.83","1,087.02","6.53B","7.56%"
"11/01/1997","1,139.63","1,181.16","1,213.23","1,114.14","5.92B","-3.45%"
"12/01/1997","1,194.10","1,137.59","1,198.97","1,119.20","6.46B","4.78%"
"01/01/1998","1,222.91","1,200.95","1,250.01","1,110.09","6.66B","2.41%"
"02/01/1998","1,206.53","1,257.99","1,262.62","1,189.52","5.68B","-1.34%"
"03/01/1998","1,243.02","1,196.74","1,252.24","1,175.55","8.25B","3.02%"
"04/01/1998","1,343.45","1,243.37","1,343.46","1,240.06","16.20B","8.08%"
"05/01/1998","1,411.21","1,353.06","1,411.35","1,324.72","13.48B","5.04%"
"06/01/1998","1,339.20","1,418.35","1,422.98","1,323.53","11.21B","-5.10%"
"07/01/1998","1,316.92","1,363.27","1,367.15","1,278.30","6.99B","-1.66%"
"08/01/1998","1,150.22","1,315.13","1,315.47","1,043.02","7.65B","-12.66%"
"09/01/1998","1,242.90","1,142.50","1,264.40","1,123.63","11.20B","8.06%"
"10/01/1998","1,217.32","1,245.74","1,263.71","1,191.56","9.59B","-2.06%"
"11/01/1998","1,247.42","1,217.34","1,300.15","1,210.85","9.71B","2.47%"
"12/01/1998","1,146.70","1,249.01","1,251.87","1,125.56","5.30B","-8.07%"
"01/01/1999","1,134.67","1,144.89","1,174.43","1,104.50","5.58B","-1.05%"
"02/01/1999","1,090.09","1,131.65","1,131.66","1,064.17","1.61B","-3.93%"
"03/01/1999","1,158.05","1,092.14","1,179.65","1,084.16","9.55B","6.23%"
"04/01/1999","1,120.93","1,158.68","1,210.10","1,087.79","11.32B","-3.21%"
"05/01/1999","1,279.33","1,120.91","1,303.48","1,047.83","14.67B","14.13%"
"06/01/1999","1,689.43","1,283.30","1,756.18","1,259.01","43.34B","32.06%"
"07/01/1999","1,601.46","1,678.84","1,678.84","1,471.51","23.18B","-5.21%"
"08/01/1999","1,627.12","1,607.06","1,658.69","1,546.84","17.82B","1.60%"
"09/01/1999","1,570.70","1,627.82","1,695.64","1,556.74","11.46B","-3.47%"
"10/01/1999","1,504.56","1,568.24","1,568.38","1,452.71","4.92B","-4.21%"
"11/01/1999","1,434.97","1,501.73","1,506.99","1,427.36","6.34B","-4.63%"
"12/01/1999","1,366.58","1,434.98","1,461.90","1,341.05","6.24B","-4.77%"
"01/01/2000","1,535.00","1,368.69","1,547.71","1,361.21","17.55B","12.32%"
"02/01/2000","1,714.58","1,591.44","1,770.88","1,583.58","23.54B","11.70%"
"03/01/2000","1,800.22","1,720.60","1,811.06","1,596.07","33.06B","4.99%"
"04/01/2000","1,836.32","1,799.58","1,858.27","1,746.30","23.55B","2.01%"
"05/01/2000","1,894.55","1,848.17","1,908.31","1,695.53","17.03B","3.17%"
"06/01/2000","1,928.11","1,900.53","1,953.34","1,884.62","25.43B","1.77%"
"07/01/2000","2,023.54","1,917.44","2,025.00","1,888.25","21.55B","4.95%"
"08/01/2000","2,021.20","2,027.01","2,114.52","1,980.35","26.43B","-0.12%"
"09/01/2000","1,910.16","2,009.15","2,026.35","1,874.21","11.58B","-5.49%"
"10/01/2000","1,961.29","1,912.08","1,980.63","1,896.94","9.93B","2.68%"
"11/01/2000","2,070.61","1,961.08","2,125.72","1,959.72","18.64B","5.57%"
"12/01/2000","2,073.48","2,073.09","2,097.29","2,024.29","15.57B","0.14%"
"01/01/2001","2,065.61","2,077.08","2,131.98","2,007.71","12.54B","-0.38%"
"02/01/2001","1,959.18","2,069.86","2,072.55","1,893.78","8.49B","-5.15%"
"03/01/2001","2,112.78","1,959.01","2,112.88","1,953.72","25.26B","7.84%"
"04/01/2001","2,119.18","2,117.45","2,179.74","2,081.64","24.34B","0.30%"
"05/01/2001","2,214.26","2,119.90","2,222.65","2,119.89","19.17B","4.49%"
"06/01/2001","2,218.03","2,216.56","2,245.43","2,157.12","20.69B","0.17%"
"07/01/2001","1,920.32","2,220.42","2,223.21","1,909.30","13.18B","-13.42%"
"08/01/2001","1,834.14","1,925.24","1,990.70","1,795.57","13.93B","-4.49%"
"09/01/2001","1,764.87","1,831.70","1,888.90","1,750.76","9.11B","-3.78%"
"10/01/2001","1,689.17","1,766.13","1,773.80","1,514.86","10.93B","-4.29%"
"11/01/2001","1,747.99","1,692.35","1,748.00","1,550.46","12.36B","3.48%"
"12/01/2001","1,645.97","1,751.05","1,776.02","1,593.03","12.02B","-5.84%"
"01/01/2002","1,491.66","1,643.48","1,643.50","1,339.20","14.24B","-9.38%"
"02/01/2002","1,524.70","1,494.58","1,544.92","1,476.13","8.47B","2.21%"
"03/01/2002","1,603.90","1,521.53","1,693.87","1,494.83","27.30B","5.19%"
"04/01/2002","1,667.75","1,598.03","1,680.30","1,575.97","17.50B","3.98%"
"05/01/2002","1,515.73","1,669.87","1,670.92","1,506.54","10.52B","-9.12%"
"06/01/2002","1,732.76","1,510.25","1,748.89","1,455.31","24.83B","14.32%"
"07/01/2002","1,651.59","1,736.29","1,741.92","1,647.27","20.20B","-4.68%"
"08/01/2002","1,666.62","1,650.05","1,696.28","1,624.05","10.78B","0.91%"
"09/01/2002","1,581.62","1,666.34","1,680.28","1,577.53","7.96B","-5.10%"
"10/01/2002","1,507.50","1,577.05","1,577.05","1,488.68","9.47B","-4.69%"
"11/01/2002","1,434.18","1,507.38","1,573.10","1,353.14","14.06B","-4.86%"
"12/01/2002","1,357.65","1,432.03","1,439.85","1,348.71","12.64B","-5.34%"
"01/01/2003","1,499.82","1,347.43","1,508.59","1,311.68","26.37B","10.47%"
"02/01/2003","1,511.93","1,499.17","1,524.75","1,474.47","11.98B","0.81%"
"03/01/2003","1,510.58","1,511.59","1,529.75","1,447.01","15.14B","-0.09%"
"04/01/2003","1,521.44","1,513.00","1,649.60","1,473.27","45.96B","0.72%"
"05/01/2003","1,576.26","1,522.98","1,581.61","1,477.25","23.24B","3.60%"
"06/01/2003","1,486.02","1,577.99","1,582.41","1,483.69","19.09B","-5.72%"
"07/01/2003","1,476.74","1,485.52","1,540.19","1,464.87","18.63B","-0.62%"
"08/01/2003","1,421.98","1,476.47","1,497.10","1,406.68","11.64B","-3.71%"
"09/01/2003","1,367.16","1,423.35","1,456.55","1,348.22","14.18B","-3.86%"
"10/01/2003","1,348.30","1,366.20","1,411.88","1,334.78","15.16B","-1.38%"
"11/01/2003","1,397.22","1,346.48","1,423.58","1,307.39","28.13B","3.63%"
"12/01/2003","1,497.04","1,398.71","1,525.30","1,398.71","39.28B","7.14%"
"01/01/2004","1,590.73","1,492.72","1,634.41","1,491.69","32.02B","6.26%"
"02/01/2004","1,675.07","1,630.65","1,730.28","1,585.96","54.60B","5.30%"
"03/01/2004","1,741.62","1,676.22","1,760.08","1,634.71","41.46B","3.97%"
"04/01/2004","1,595.59","1,744.71","1,783.01","1,572.23","37.30B","-8.38%"
"05/01/2004","1,555.91","1,600.63","1,606.07","1,508.64","14.79B","-2.49%"
"06/01/2004","1,399.16","1,555.56","1,580.57","1,376.22","22.13B","-10.07%"
"07/01/2004","1,386.20","1,398.20","1,466.78","1,366.50","23.10B","-0.93%"
"08/01/2004","1,342.06","1,381.88","1,424.55","1,310.02","18.07B","-3.18%"
"09/01/2004","1,396.70","1,340.75","1,496.21","1,259.43","38.91B","4.07%"
"10/01/2004","1,320.54","1,395.67","1,437.57","1,289.87","26.15B","-5.45%"
"11/01/2004","1,340.77","1,317.66","1,387.34","1,290.99","30.01B","1.53%"
"12/01/2004","1,266.50","1,340.92","1,352.45","1,264.15","22.13B","-5.54%"
"01/01/2005","1,191.82","1,260.78","1,268.86","1,189.21","19.71B","-5.90%"
"02/01/2005","1,306.00","1,189.50","1,328.53","1,187.26","22.34B","9.58%"
"03/01/2005","1,181.24","1,305.25","1,326.08","1,162.03","31.12B","-9.55%"
"04/01/2005","1,159.15","1,180.37","1,254.32","1,135.73","31.89B","-1.87%"
"05/01/2005","1,060.74","1,160.62","1,165.39","1,043.28","18.11B","-8.49%"
"06/01/2005","1,080.94","1,059.61","1,146.42","998.23","38.62B","1.90%"
"07/01/2005","1,083.03","1,077.31","1,097.63","1,004.08","30.64B","0.19%"
"08/01/2005","1,162.80","1,082.80","1,201.76","1,081.12","63.61B","7.37%"
"09/01/2005","1,155.61","1,163.70","1,223.57","1,129.05","54.58B","-0.62%"
