"Date","Price","Open","High","Low","Change %"
"Sep 96","6.4640","6.4640","6.4640","6.4640","-3.98%"
"Oct 96","6.0740","6.0740","6.0740","6.0740","-6.03%"
"Nov 96","5.8380","5.8380","5.8380","5.8380","-3.89%"
"Dec 96","6.2130","6.2130","6.2130","6.2130","6.42%"
"Jan 97","6.2500","6.2500","6.2500","6.2500","0.60%"
"Feb 97","6.3910","6.3910","6.3910","6.3910","2.26%"
"Mar 97","6.7590","6.7590","6.7590","6.7590","5.76%"
"Apr 97","6.5730","6.5730","6.5730","6.5730","-2.75%"
"May 97","6.5080","6.5080","6.5080","6.5080","-0.99%"
"Jun 97","6.3830","6.3830","6.3830","6.3830","-1.92%"
"Jul 97","5.9050","5.9050","5.9050","5.9050","-7.49%"
"Aug 97","6.2280","6.2280","6.2280","6.2280","5.47%"
"Sep 97","5.9920","5.9920","5.9920","5.9920","-3.79%"
"Oct 97","5.7130","5.7130","5.7130","5.7130","-4.66%"
"Nov 97","5.8450","5.8450","5.8450","5.8450","2.31%"
"Dec 97","5.7120","5.7120","5.7120","5.7120","-2.28%"
"Jan 98","5.3840","5.3840","5.3840","5.3840","-5.74%"
"Feb 98","5.5940","5.5940","5.5940","5.5940","3.90%"
"Mar 98","5.6230","5.6230","5.6230","5.6230","0.52%"
"Apr 98","5.7860","5.7860","5.7860","5.7860","2.90%"
"May 98","5.5580","5.5580","5.5580","5.5580","-3.94%"
"Jun 98","5.4690","5.4690","5.4690","5.4690","-1.60%"
"Jul 98","5.5060","5.5060","5.5060","5.5060","0.68%"
"Aug 98","4.9120","4.9120","4.9120","4.9120","-10.79%"
"Sep 98","4.2380","4.2380","4.2380","4.2380","-13.72%"
"Oct 98","4.2290","4.2290","4.2290","4.2290","-0.21%"
"Nov 98","4.4840","4.4840","4.4840","4.4840","6.03%"
"Dec 98","4.5380","4.5380","4.5380","4.5380","1.20%"
"Jan 99","4.5420","4.5420","4.5420","4.5420","0.09%"
"Feb 99","5.2410","5.2410","5.2410","5.2410","15.39%"
"Mar 99","5.1070","5.1070","5.1070","5.1070","-2.56%"
"Apr 99","5.2110","5.2110","5.2110","5.2110","2.04%"
"May 99","5.5850","5.5850","5.5850","5.5850","7.18%"
"Jun 99","5.6490","5.6490","5.6490","5.6490","1.15%"
"Jul 99","5.7930","5.7930","5.7930","5.7930","2.55%"
"Aug 99","5.8740","5.8740","5.8740","5.8740","1.40%"
"Sep 99","5.7520","5.7520","5.7520","5.7520","-2.08%"
"Oct 99","5.9440","5.9440","5.9440","5.9440","3.34%"
"Nov 99","6.1110","6.1110","6.1110","6.1110","2.81%"
"Dec 99","6.3420","6.3420","6.3420","6.3420","3.78%"
"Jan 00","6.6850","6.6850","6.6850","6.6850","5.41%"
"Feb 00","6.5930","6.5930","6.5930","6.5930","-1.38%"
"Mar 00","6.3160","6.3160","6.3160","6.3160","-4.20%"
"Apr 00","6.5400","6.5400","6.5400","6.5400","3.55%"
"May 00","6.5670","6.5670","6.5670","6.5670","0.41%"
"Jun 00","6.1860","6.1860","6.1860","6.1860","-5.80%"
"Jul 00","6.1550","6.1550","6.1550","6.1550","-0.50%"
"Aug 00","5.9750","5.9750","5.9750","5.9750","-2.92%"
"Sep 00","5.8580","5.8580","5.8580","5.8580","-1.96%"
"Oct 00","5.8130","5.8130","5.8130","5.8130","-0.77%"
"Nov 00","5.4440","5.4440","5.4440","5.4440","-6.35%"
"Dec 00","4.9840","4.9840","4.9840","4.9840","-8.45%"
"Jan 01","4.7790","4.7790","4.7790","4.7790","-4.11%"
"Feb 01","4.6650","4.6650","4.6650","4.6650","-2.39%"
"Mar 01","4.5510","4.5510","4.5510","4.5510","-2.44%"
"Apr 01","4.8880","4.8880","4.8880","4.8880","7.40%"
"May 01","4.9120","4.9120","4.9120","4.9120","0.49%"
"Jun 01","4.9700","4.9700","4.9700","4.9700","1.18%"
"Jul 01","4.5250","4.5250","4.5250","4.5250","-8.95%"
"Aug 01","4.3790","4.3790","4.3790","4.3790","-3.23%"
"Sep 01","3.8060","3.8060","3.8060","3.8060","-13.09%"
"Oct 01","3.4730","3.4730","3.4730","3.4730","-8.75%"
"Nov 01","4.0610","4.0610","4.0610","4.0610","16.93%"
"Dec 01","4.3370","4.3370","4.3370","4.3370","6.80%"
"Jan 02","4.3740","4.3740","4.3740","4.3740","0.85%"
"Feb 02","4.2010","4.2010","4.2010","4.2010","-3.96%"
"Mar 02","4.8180","4.8180","4.8180","4.8180","14.69%"
"Apr 02","4.4320","4.4320","4.4320","4.4320","-8.01%"
"May 02","4.3570","4.3570","4.3570","4.3570","-1.69%"
"Jun 02","4.0410","4.0410","4.0410","4.0410","-7.25%"
"Jul 02","3.4810","3.4810","3.4810","3.4810","-13.86%"
"Aug 02","3.1880","3.1880","3.1880","3.1880","-8.42%"
"Sep 02","2.5640","2.5640","2.5640","2.5640","-19.57%"
"Oct 02","2.8110","2.8110","2.8110","2.8110","9.63%"
"Nov 02","3.2610","3.2610","3.2610","3.2610","16.01%"
"Dec 02","2.7290","2.7290","2.7290","2.7290","-16.31%"
"Jan 03","2.9360","2.9360","2.9360","2.9360","7.59%"
"Feb 03","2.6650","2.6650","2.6650","2.6650","-9.23%"
"Mar 03","2.7060","2.7060","2.7060","2.7060","1.54%"
"Apr 03","2.7500","2.7500","2.7500","2.7500","1.63%"
"May 03","2.2900","2.2900","2.2900","2.2900","-16.73%"
"Jun 03","2.4130","2.4130","2.4130","2.4130","5.37%"
"Jul 03","3.2130","3.2130","3.2130","3.2130","33.15%"
"Aug 03","3.4640","3.4640","3.4640","3.4640","7.81%"
"Sep 03","2.8200","2.8200","2.8200","2.8200","-18.59%"
"Oct 03","3.2250","3.2250","3.2250","3.2250","14.36%"
"Nov 03","3.2540","3.2540","3.2540","3.2540","0.90%"
"Dec 03","3.2130","3.2130","3.2130","3.2130","-1.26%"
"Jan 04","3.1390","3.1390","3.1390","3.1390","-2.30%"
"Feb 04","2.9400","2.9400","2.9400","2.9400","-6.34%"
"Mar 04","2.7780","2.7780","2.7780","2.7780","-5.51%"
"Apr 04","3.5990","3.5990","3.5990","3.5990","29.55%"
"May 04","3.7140","3.7140","3.7140","3.7140","3.20%"
"Jun 04","3.7680","3.7680","3.7680","3.7680","1.45%"
"Jul 04","3.6890","3.6890","3.6890","3.6890","-2.10%"
"Aug 04","3.3250","3.3250","3.3250","3.3250","-9.87%"
"Sep 04","3.3210","3.3210","3.3210","3.3210","-0.12%"
"Oct 04","3.2800","3.2800","3.2800","3.2800","-1.23%"
"Nov 04","3.6860","3.6860","3.6860","3.6860","12.38%"
"Dec 04","3.6060","3.6060","3.6060","3.6060","-2.17%"
"Jan 05","3.7000","3.7000","3.7000","3.7000","2.61%"
"Feb 05","4.0150","4.0150","4.0150","4.0150","8.51%"
"Mar 05","4.1720","4.1720","4.1720","4.1720","3.91%"
"Apr 05","3.9020","3.9020","3.9020","3.9020","-6.47%"
"May 05","3.7370","3.7370","3.7370","3.7370","-4.23%"
"Jun 05","3.7030","3.7030","3.7030","3.7030","-0.91%"
"Jul 05","4.1320","4.1320","4.1320","4.1320","11.59%"
"Aug 05","3.8620","3.8620","3.8620","3.8620","-6.53%"
"Sep 05","4.1960","4.1960","4.1960","4.1960","8.65%"
"Oct 05","4.4450","4.4450","4.4450","4.4450","5.93%"
"Nov 05","4.4300","4.4300","4.4300","4.4300","-0.34%"
"Dec 05","4.3550","4.3550","4.3550","4.3550","-1.69%"
"Jan 06","4.4610","4.4610","4.4610","4.4610","2.43%"
"Feb 06","4.6040","4.6040","4.6040","4.6040","3.21%"
"Mar 06","4.8160","4.8160","4.8160","4.8160","4.60%"
"Apr 06","4.9120","4.9120","4.9120","4.9120","1.99%"
"May 06","5.0360","5.0360","5.0360","5.0360","2.52%"
"Jun 06","5.1020","5.1020","5.1020","5.1020","1.31%"
"Jul 06","4.9070","4.9070","4.9070","4.9070","-3.82%"
"Aug 06","4.6960","4.6960","4.6960","4.6960","-4.30%"
"Sep 06","4.5850","4.5850","4.5850","4.5850","-2.36%"
"Oct 06","4.5670","4.5670","4.5670","4.5670","-0.39%"
"Nov 06","4.4470","4.4470","4.4470","4.4470","-2.63%"
"Dec 06","4.6940","4.6940","4.6940","4.6940","5.55%"
"Jan 07","4.8090","4.8090","4.8090","4.8090","2.45%"
"Feb 07","4.5300","4.5300","4.5300","4.5300","-5.80%"
"Mar 07","4.5410","4.5410","4.5410","4.5410","0.24%"
"Apr 07","4.5160","4.5160","4.5160","4.5160","-0.55%"
"May 07","4.8570","4.8570","4.8570","4.8570","7.55%"
"Jun 07","4.9270","4.9270","4.9270","4.9270","1.44%"
"Jul 07","4.5580","4.5580","4.5580","4.5580","-7.49%"
"Aug 07","4.2550","4.2550","4.2550","4.2550","-6.65%"
"Sep 07","4.2550","4.2550","4.2550","4.2550","0.00%"
"Oct 07","4.1760","4.1760","4.1760","4.1760","-1.86%"
"Nov 07","3.3970","4.1760","4.2130","3.1770","-18.65%"
"Dec 07","3.4550","3.4020","3.7260","3.2060","1.71%"
"Jan 08","2.7650","3.4520","3.5050","2.3980","-19.97%"
"Feb 08","2.4740","2.7840","3.0270","2.4720","-10.52%"
"Mar 08","2.4480","2.4920","2.6720","2.1660","-1.05%"
"Apr 08","3.0180","2.4650","3.2550","2.4400","23.28%"
"May 08","3.4300","3.0250","3.5130","2.9120","13.65%"
"Jun 08","3.3370","3.4200","3.7650","3.1440","-2.71%"
"Jul 08","3.2450","3.3270","3.5730","3.0040","-2.76%"
"Aug 08","3.0940","3.2490","3.3800","2.9810","-4.65%"
"Sep 08","2.9890","3.0960","3.2260","2.3510","-3.39%"
"Oct 08","2.8120","2.9070","3.0820","2.3340","-5.92%"
"Nov 08","1.9190","2.8060","2.8400","1.8720","-31.76%"
"Dec 08","1.5590","1.9190","1.9800","1.1900","-18.76%"
"Jan 09","1.8830","1.5670","1.9150","1.3160","20.78%"
"Feb 09","1.9910","1.8830","2.1200","1.6460","5.74%"
"Mar 09","1.6680","1.9920","2.0490","1.5000","-16.22%"
"Apr 09","2.0140","1.6680","2.0800","1.6410","20.74%"
"May 09","2.3420","2.0100","2.5400","1.9360","16.29%"
"Jun 09","2.5600","2.3670","2.9930","2.3570","9.31%"
"Jul 09","2.5160","2.5480","2.7460","2.1680","-1.72%"
"Aug 09","2.3870","2.5450","2.8710","2.3540","-5.13%"
"Sep 09","2.3150","2.3950","2.4920","2.2290","-3.02%"
"Oct 09","2.3080","2.3250","2.5140","2.1210","-0.30%"
"Nov 09","2.0030","2.3220","2.4220","1.9490","-13.21%"
"Dec 09","2.6840","2.0060","2.7600","1.9910","34.00%"
"Jan 10","2.3250","2.7130","2.7460","2.2970","-13.38%"
"Feb 10","2.3050","2.3430","2.5070","2.1970","-0.86%"
"Mar 10","2.5540","2.3170","2.6930","2.2400","10.80%"
"Apr 10","2.4180","2.5670","2.7570","2.3850","-5.32%"
"May 10","2.0990","2.4210","2.4920","1.8550","-13.19%"
"Jun 10","1.7780","2.1180","2.2110","1.7470","-15.29%"
"Jul 10","1.5980","1.7860","1.9100","1.5930","-10.12%"
"Aug 10","1.3310","1.6130","1.6450","1.2780","-16.71%"
"Sep 10","1.2730","1.3460","1.6270","1.2250","-4.36%"
"Oct 10","1.1690","1.2790","1.3410","1.0710","-8.17%"
"Nov 10","1.4660","1.1970","1.5870","1.0160","25.41%"
"Dec 10","2.0080","1.4730","2.1880","1.4640","36.97%"
"Jan 11","1.9460","2.0140","2.1680","1.8590","-3.09%"
"Feb 11","2.1370","1.9420","2.4240","1.9420","9.82%"
"Mar 11","2.2720","2.1550","2.3450","1.8020","6.32%"
"Apr 11","1.9719","2.2820","2.3530","1.9640","-13.21%"
"May 11","1.6976","1.9790","2.0100","1.6780","-13.91%"
"Jun 11","1.7641","1.7090","1.8150","1.3550","3.92%"
"Jul 11","1.3508","1.7670","1.8440","1.3440","-23.43%"
"Aug 11","0.9695","1.3830","1.4220","0.7920","-28.23%"
"Sep 11","0.9550","0.9570","1.0130","0.7620","-1.50%"
"Oct 11","0.9663","0.9610","1.2210","0.8430","1.18%"
"Nov 11","0.9568","0.9790","1.0080","0.8390","-0.98%"
"Dec 11","0.8334","0.9590","1.0200","0.7960","-12.90%"
"Jan 12","0.7061","0.8330","0.9270","0.7000","-15.27%"
"Feb 12","0.8638","0.7080","0.9270","0.6980","22.33%"
"Mar 12","1.0402","0.8700","1.2260","0.8130","20.42%"
"Apr 12","0.8127","1.0680","1.1200","0.7840","-21.87%"
"May 12","0.6568","0.8090","0.8490","0.6330","-19.18%"
"Jun 12","0.7165","0.6630","0.7820","0.5900","9.09%"
"Jul 12","0.5858","0.7290","0.7320","0.5360","-18.24%"
"Aug 12","0.5884","0.5810","0.8390","0.5810","0.44%"
"Sep 12","0.6250","0.5920","0.7410","0.5870","6.22%"
"Oct 12","0.7213","0.6170","0.8330","0.6010","15.41%"
"Nov 12","0.6186","0.7290","0.7740","0.5980","-14.24%"
"Dec 12","0.7245","0.6170","0.7950","0.5910","17.12%"
"Jan 13","0.8798","0.7250","0.9180","0.7250","21.44%"
"Feb 13","0.7660","0.8730","0.9200","0.7410","-12.93%"
"Mar 13","0.7691","0.7630","0.9210","0.7240","0.40%"
"Apr 13","0.6776","0.7880","0.7920","0.6500","-11.90%"
"May 13","1.0241","0.6740","1.0900","0.6390","51.14%"
"Jun 13","1.3961","1.0430","1.5580","0.9470","36.32%"
"Jul 13","1.3864","1.4030","1.6340","1.2750","-0.69%"
"Aug 13","1.6457","1.3830","1.7270","1.3370","18.70%"
"Sep 13","1.3847","1.6980","1.8640","1.3600","-15.86%"
"Oct 13","1.3262","1.3860","1.4730","1.2500","-4.22%"
"Nov 13","1.3718","1.3330","1.4610","1.2700","3.44%"
"Dec 13","1.7477","1.3750","1.7590","1.3720","27.40%"
"Jan 14","1.4918","1.7510","1.8060","1.4850","-14.64%"
"Feb 14","1.5032","1.5100","1.5820","1.4220","0.76%"
"Mar 14","1.7200","1.4560","1.7860","1.4490","14.42%"
"Apr 14","1.6774","1.7280","1.8110","1.5460","-2.48%"
"May 14","1.5391","1.6860","1.7650","1.4650","-8.24%"
"Jun 14","1.6332","1.5490","1.7580","1.5380","6.11%"
"Jul 14","1.7562","1.6330","1.8070","1.6050","7.53%"
"Aug 14","1.6266","1.7580","1.7890","1.4950","-7.38%"
"Sep 14","1.7631","1.6380","1.8790","1.6280","8.39%"
"Oct 14","1.6095","1.7710","1.7750","1.1150","-8.71%"
"Nov 14","1.4935","1.5960","1.7010","1.4790","-7.21%"
"Dec 14","1.6528","1.4950","1.7910","1.4330","10.67%"
"Jan 15","1.1531","1.6890","1.7050","1.1520","-30.23%"
"Feb 15","1.5005","1.1730","1.6460","1.1640","30.13%"
"Mar 15","1.3718","1.5120","1.7110","1.3400","-8.58%"
"Apr 15","1.4303","1.3830","1.5070","1.2390","4.26%"
"May 15","1.4853","1.4430","1.6730","1.4400","3.85%"
"Jun 15","1.6413","1.4900","1.8110","1.4710","10.50%"
"Jul 15","1.5336","1.6510","1.7520","1.4730","-6.56%"
"Aug 15","1.5478","1.5430","1.6710","1.2920","0.93%"
"Sep 15","1.3555","1.5460","1.6170","1.3540","-12.42%"
"Oct 15","1.5217","1.3640","1.5580","1.2130","12.26%"
"Nov 15","1.6463","1.5170","1.7790","1.5120","8.19%"
"Dec 15","1.7582","1.6530","1.8290","1.5530","6.80%"
"Jan 16","1.3296","1.7800","1.7800","1.3250","-24.38%"
"Feb 16","1.2171","1.3440","1.3850","0.9760","-8.46%"
"Mar 16","1.2064","1.2140","1.5340","1.1850","-0.88%"
"Apr 16","1.2940","1.2190","1.4050","1.1330","7.26%"
"May 16","1.3799","1.2880","1.4240","1.1550","6.64%"
"Jun 16","1.0013","1.3730","1.3900","0.8940","-27.44%"
"Jul 16","1.0221","0.9970","1.1810","0.9000","2.08%"
"Aug 16","1.1944","1.0350","1.2410","0.9960","16.86%"
"Sep 16","1.1492","1.1980","1.2700","1.0920","-3.78%"
"Oct 16","1.3051","1.1570","1.3680","1.1480","13.57%"
"Nov 16","1.8486","1.3200","1.9060","1.1530","41.64%"
"Dec 16","1.9340","1.8550","2.1240","1.7880","4.62%"
"Jan 17","1.9211","1.9220","2.0170","1.8040","-0.67%"
"Feb 17","1.9376","1.9210","2.0200","1.7940","0.86%"
"Mar 17","1.9245","1.9590","2.1480","1.8830","-0.68%"
"Apr 17","1.8192","1.9310","1.9390","1.6960","-5.47%"
"May 17","1.7533","1.8140","1.9510","1.7130","-3.62%"
"Jun 17","1.8867","1.7620","1.8930","1.6730","7.61%"
"Jul 17","1.8372","1.8950","1.9680","1.7950","-2.62%"
"Aug 17","1.7052","1.8440","1.8570","1.6690","-7.18%"
"Sep 17","1.9393","1.7100","1.9540","1.5990","13.73%"
"Oct 17","2.0149","1.9440","2.0930","1.8930","3.90%"
"Nov 17","2.1425","2.0180","2.1560","1.9750","6.33%"
"Dec 17","2.2064","2.1420","2.2630","2.0680","2.98%"
"Jan 18","2.5223","2.2310","2.5530","2.2150","14.32%"
"Feb 18","2.6451","2.5320","2.6930","2.3430","4.87%"
"Mar 18","2.5620","2.6450","2.7350","2.5400","-3.14%"
"Apr 18","2.8006","2.5800","2.8540","2.5350","9.31%"
"May 18","2.6995","2.8020","2.9570","2.5590","-3.61%"
"Jun 18","2.7395","2.6960","2.8710","2.6940","1.48%"
"Jul 18","2.8479","2.7360","2.8680","2.7010","3.96%"
"Aug 18","2.7382","2.8410","2.8870","2.6920","-3.85%"
"Sep 18","2.9546","2.7380","2.9900","2.7330","7.90%"
"Oct 18","2.9783","2.9600","3.0920","2.8850","0.80%"
"Nov 18","2.8226","2.9820","3.0980","2.8090","-5.23%"
"Dec 18","2.5095","2.8700","2.8870","2.4980","-11.09%"
"Jan 19","2.4399","2.5240","2.6350","2.3510","-2.77%"
"Feb 19","2.5156","2.4510","2.5500","2.4290","3.10%"
"Mar 19","2.2363","2.5140","2.5700","2.1180","-11.10%"
"Apr 19","2.2783","2.2610","2.4300","2.2460","1.88%"
"May 19","1.9159","2.2830","2.3950","1.9080","-15.91%"
"Jun 19","1.7680","1.9080","1.9450","1.7090","-7.72%"
"Jul 19","1.8223","1.8160","1.9210","1.7090","3.07%"
"Aug 19","1.3914","1.8400","1.8720","1.3280","-23.65%"
"Sep 19","1.5456","1.3900","1.7620","1.3080","11.08%"
"Oct 19","1.5179","1.5490","1.6850","1.3190","-1.79%"
"Nov 19","1.6242","1.5200","1.7830","1.4980","7.00%"
"Dec 19","1.6927","1.6420","1.7770","1.5180","4.22%"
"Jan 20","1.3150","1.6970","1.7150","1.3100","-22.31%"
"Feb 20","0.9516","1.3230","1.4970","0.8940","-27.63%"
"Mar 20","0.3736","0.8750","0.9500","0.3120","-60.74%"
"Apr 20","0.3655","0.3660","0.5190","0.3010","-2.17%"
"May 20","0.3036","0.3580","0.4050","0.2720","-16.94%"
"Jun 20","0.2878","0.2940","0.5060","0.2660","-5.20%"
"Jul 20","0.2091","0.2890","0.3310","0.2060","-27.35%"
"Aug 20","0.2689","0.2120","0.3290","0.1890","28.60%"
"Sep 20","0.2784","0.2710","0.3050","0.2260","3.53%"
"Oct 20","0.3844","0.2800","0.3890","0.2550","38.07%"
"Nov 20","0.3639","0.3730","0.4650","0.3070","-5.33%"
"Dec 20","0.3608","0.3640","0.4350","0.3420","-0.85%"
"Jan 21","0.4256","0.3670","0.5330","0.3500","17.96%"
"Feb 21","0.7297","0.4210","0.8650","0.4130","71.45%"
"Mar 21","0.9377","0.7020","0.9510","0.6590","28.50%"
"Apr 21","0.8493","0.9340","0.9880","0.7790","-9.43%"
"May 21","0.7883","0.8560","0.8730","0.7160","-7.18%"
"Jun 21","0.8910","0.8060","0.9620","0.7070","13.03%"
"Jul 21","0.6935","0.8930","0.9250","0.6310","-22.17%"
"Aug 21","0.7755","0.6980","0.8640","0.6060","11.82%"
"Sep 21","0.9713","0.7850","1.0420","0.7440","25.25%"
"Oct 21","1.1848","0.9780","1.2520","0.9200","21.98%"
"Nov 21","1.1677","1.2140","1.3800","1.0410","-1.44%"
"Dec 21","1.2630","1.1980","1.3100","1.1150","8.16%"
"Jan 22","1.6144","1.3210","1.7010","1.2910","27.82%"
"Feb 22","1.7129","1.6190","1.9840","1.5700","6.10%"
"Mar 22","2.4649","1.7370","2.6730","1.5230","43.90%"
"Apr 22","2.9618","2.4730","3.0490","2.4720","20.16%"
"May 22","2.8207","2.9670","3.1090","2.6670","-4.76%"
"Jun 22","3.0429","2.8390","3.6230","2.8190","7.88%"
"Jul 22","2.6811","3.0530","3.2120","2.6530","-11.89%"
"Aug 22","3.3526","2.7030","3.3580","2.5790","25.05%"
