"Date","Price","Open","High","Low","Vol.","Change %"
"10/01/1984","0.7359","0.7359","0.7359","0.7359","","0.77%"
"11/01/1984","0.7227","0.7227","0.7227","0.7227","","-1.79%"
"12/01/1984","0.7114","0.7114","0.7114","0.7114","","-1.56%"
"01/01/1985","0.7078","0.7078","0.7078","0.7078","","-0.51%"
"02/01/1985","0.6688","0.6688","0.6688","0.6688","","-5.51%"
"03/01/1985","0.7209","0.7209","0.7209","0.7209","","7.79%"
"04/01/1985","0.7174","0.7174","0.7174","0.7174","","-0.49%"
"05/01/1985","0.7279","0.7279","0.7279","0.7279","","1.46%"
"06/01/1985","0.7352","0.7352","0.7352","0.7352","","1.00%"
"07/01/1985","0.7865","0.7865","0.7865","0.7865","","6.98%"
"08/01/1985","0.7843","0.7843","0.7843","0.7843","","-0.28%"
"09/01/1985","0.8183","0.8183","0.8183","0.8183","","4.34%"
"10/01/1985","0.8386","0.8386","0.8386","0.8386","","2.48%"
"11/01/1985","0.8693","0.8693","0.8693","0.8693","","3.66%"
"12/01/1985","0.8902","0.8902","0.8902","0.8902","","2.40%"
"01/01/1986","0.9098","0.9098","0.9098","0.9098","","2.20%"
"02/01/1986","0.9744","0.9744","0.9744","0.9744","","7.10%"
"03/01/1986","0.9334","0.9334","0.9334","0.9334","","-4.21%"
"04/01/1986","0.9938","0.9938","0.9938","0.9938","","6.47%"
"05/01/1986","0.9245","0.9245","0.9894","0.9179","","-6.97%"
"06/01/1986","0.9827","0.9827","0.9842","0.9307","","6.30%"
"07/01/1986","1.0093","1.0093","1.0130","0.9700","","2.71%"
"08/01/1986","1.0329","1.0329","1.0344","1.0022","","2.34%"
"09/01/1986","1.0266","1.0266","1.0474","0.9977","","-0.61%"
"10/01/1986","1.0077","1.0077","1.0503","1.0024","","-1.84%"
"11/01/1986","1.0540","1.0540","1.0554","1.0029","","4.59%"
"12/01/1986","1.0734","1.0734","1.0744","1.0214","","1.84%"
"01/01/1987","1.1250","1.1250","1.1630","1.0677","","4.81%"
