"Date","Price","Open","High","Low","Vol.","Change %"
"03/01/1984","10,929.00","9,920.00","10,929.00","9,920.00","","8.95%"
"04/01/1984","10,981.00","11,050.00","11,050.00","10,762.00","","0.48%"
"05/01/1984","9,940.00","11,013.00","11,159.00","9,940.00","","-9.48%"
"06/01/1984","10,378.00","9,913.00","10,378.00","9,913.00","","4.41%"
"07/01/1984","9,999.00","10,411.00","10,462.00","9,703.00","","-3.65%"
"08/01/1984","10,584.00","9,948.00","10,586.00","9,948.00","","5.85%"
"09/01/1984","10,649.00","10,630.00","10,649.00","10,458.00","","0.61%"
"10/01/1984","11,253.00","10,654.00","11,253.00","10,540.00","","5.67%"
"11/01/1984","11,429.00","11,170.00","11,429.00","11,163.00","","1.56%"
"12/01/1984","11,543.00","11,514.00","11,560.00","11,251.00","","1.00%"
"01/01/1985","11,993.00","11,543.00","11,993.00","11,543.00","","3.90%"
"02/01/1985","12,322.00","11,947.00","12,322.00","11,823.00","","2.74%"
"03/01/1985","12,590.00","12,412.00","12,604.00","12,264.00","","2.17%"
"04/01/1985","12,426.00","12,677.00","12,683.00","12,053.00","","-1.30%"
"05/01/1985","12,790.00","12,457.00","12,790.00","12,358.00","","2.93%"
"06/01/1985","12,882.00","12,473.00","12,911.00","12,473.00","","0.72%"
"07/01/1985","12,263.00","12,919.00","13,030.00","12,263.00","","-4.81%"
"08/01/1985","12,713.00","12,538.00","12,734.00","12,327.00","","3.67%"
"09/01/1985","12,700.00","12,531.00","12,756.00","12,454.00","","-0.10%"
"10/01/1985","12,939.00","12,685.00","13,056.00","12,685.00","","1.88%"
"11/01/1985","12,763.00","12,808.00","12,882.00","12,590.00","","-1.36%"
"12/01/1985","13,083.00","12,797.00","13,129.00","12,775.00","","2.51%"
"01/01/1986","13,024.00","13,054.00","13,056.00","12,882.00","","-0.45%"
"02/01/1986","13,641.00","13,087.00","13,642.00","13,087.00","","4.74%"
"03/01/1986","15,860.00","13,768.00","15,860.00","13,768.00","","16.27%"
"04/01/1986","15,826.00","15,746.00","15,827.00","15,014.00","","-0.21%"
"05/01/1986","16,739.00","15,783.00","16,739.00","15,690.00","","5.77%"
"06/01/1986","17,654.00","16,739.00","17,654.00","16,670.00","","5.47%"
"07/01/1986","17,510.00","17,623.00","18,051.00","17,470.00","","-0.82%"
"08/01/1986","18,821.00","17,322.00","18,951.00","17,263.00","","7.49%"
"09/01/1986","17,853.00","18,821.00","18,821.00","17,327.00","","-5.14%"
"10/01/1986","16,911.00","17,854.00","17,974.00","15,624.00","","-5.28%"
"11/01/1986","18,326.00","16,902.00","18,326.00","16,700.00","","8.37%"
"12/01/1986","18,701.00","18,339.00","18,989.00","18,132.00","","2.05%"
"01/01/1987","20,024.00","18,703.00","20,051.00","18,526.00","","7.07%"
"02/01/1987","20,767.00","20,041.00","20,767.00","19,457.00","","3.71%"
"03/01/1987","21,567.00","20,771.00","22,218.00","20,771.00","","3.85%"
"04/01/1987","23,275.00","21,576.00","24,256.00","21,576.00","","7.92%"
"05/01/1987","24,902.00","23,294.00","24,902.00","23,294.00","","6.99%"
"06/01/1987","24,176.00","24,905.00","26,000.00","23,898.00","","-2.92%"
"07/01/1987","24,488.00","24,174.00","24,861.00","22,401.00","","1.29%"
"08/01/1987","26,029.00","24,492.00","26,160.00","24,142.00","","6.29%"
"09/01/1987","26,011.00","26,041.00","26,178.00","24,744.00","","-0.07%"
"10/01/1987","23,329.00","26,014.00","26,647.00","21,616.00","","-10.31%"
"11/01/1987","22,687.00","23,323.00","23,359.00","20,514.00","","-2.75%"
